id,text,url,type
188013,"Портативный USB паяльник

http://ali.pub/3qrxal",https://sun9-39.userapi.com/c855736/v855736083/e2b25/LJ-VSj1mJYI.jpg,zakrep
188077,"Крутая автоматическая сварочная маска DEKO

http://ali.pub/3qrzz1",https://sun6-16.userapi.com/c855736/v855736083/e2bd3/Ej7uh53yi2E.jpg,
